2391,298,0.114814,0.151607,1.067370,0.647059,189.000000,191.303360
26514,2407,0.015277,0.046049,0.323510,0.695000,703.000000,245.324188
7016,1356,0.015204,0.108645,0.174535,0.534247,599.000000,240.474426
15386,2189,0.003911,0.056693,0.126322,0.571429,740.000000,229.577560
6472,950,0.029604,0.126708,0.326335,1.113208,545.000000,235.542801
442951,18245,0.000000,0.000000,2.069326,0.333333,304.000000,219.649857
2391,298,0.114814,0.151607,1.067370,0.647059,189.000000,191.303360
26514,2407,0.015277,0.046049,0.323510,0.695000,703.000000,245.324188
7016,1356,0.015204,0.108645,0.174535,0.534247,599.000000,240.474426
15386,2189,0.003911,0.056693,0.126322,0.571429,740.000000,229.577560
6472,950,0.029604,0.126708,0.326335,1.113208,545.000000,235.542801
442951,18245,0.000000,0.000000,2.069326,0.333333,304.000000,219.649857
7893,1382,0.034454,0.109824,0.229375,0.803571,573.000000,241.037811
15673,2083,0.021491,0.077735,0.287271,0.685950,782.000000,240.488983
955,592,0.190078,0.199274,3.555635,2.428571,508.000000,211.560959
28765,6459,0.000000,0.000000,4.828427,0.750000,399.000000,233.192459
61064,5345,0.000000,0.463648,1.040440,1.200000,884.000000,254.089844
4,9,0.000000,0.000000,1.353553,1.000000,612.000000,192.888885
8454,1886,0.008452,0.063719,0.124747,0.927711,467.000000,225.924622
252259,16833,0.013905,0.080724,0.066718,0.990821,21.000000,253.647919
25650,2470,0.000000,0.000000,2.414214,2.500000,703.000000,244.504745
94255,7022,0.004464,0.054402,0.175669,0.554379,173.000000,237.216431
27232,2374,0.000000,0.392699,1.876142,0.571429,681.000000,243.996811
53057,4286,0.005036,0.056777,0.080763,1.048387,540.000000,243.250168
281258,24221,0.015004,0.250454,0.736779,1.000000,252.000000,193.784424
26676,2348,0.005339,0.045346,0.297762,1.426531,682.000000,241.271820
5863,1639,0.064625,0.063816,1.122237,1.111111,432.000000,212.712784
48193,4519,0.009277,0.069200,0.093761,1.840213,560.000000,240.333664
22835,2119,0.037956,0.139004,0.092740,1.213930,652.000000,221.819824
939572,26044,0.043424,0.219750,0.989650,0.615385,133.000000,208.250900
15926,2143,0.000000,0.612349,1.207107,1.000000,816.000000,237.553101
56617,4390,0.004670,0.055520,0.077523,0.810415,531.000000,242.275894
52115,4279,0.005244,0.000000,0.082058,0.553664,544.000000,243.599579
5894,2969,0.000000,0.000000,-1.000000,2.000000,1028.000000,254.485321
87334,9096,0.000000,0.000000,3.828427,0.666667,792.000000,254.720016
24940,2217,0.043442,0.138466,0.088532,1.423280,648.000000,219.871552
1766,311,0.003866,0.428173,1.063567,1.000000,5.000000,213.344330
17158,1631,0.000000,0.497145,1.902218,2.250000,679.000000,228.097321
1729,353,0.009397,0.059826,0.203993,3.266667,51.000000,209.875000
26202,2540,0.011105,0.080532,0.096909,1.808696,706.000000,244.338547
47860,4440,0.006369,0.063745,0.092717,0.543526,554.000000,240.536835
501742,14944,0.000000,0.413425,1.120182,0.625000,262.000000,214.193069
1221,255,0.011304,0.062235,0.208090,1.550000,94.000000,200.951477
8609,1598,0.086648,0.220131,0.814464,0.888889,639.000000,240.149597
6107,977,0.000000,0.460203,2.119008,0.300000,577.000000,234.258713
6784,1548,0.004174,0.036619,0.227911,2.263736,444.000000,219.282303
2085,836,0.227238,0.149139,3.901958,2.500000,529.000000,219.861786
24283,2219,0.027355,0.132609,0.091368,1.415789,652.000000,219.624176
63122,5136,0.000000,0.000000,1.942809,1.000000,22.000000,237.126205
5969,1629,0.000000,0.392699,2.536197,0.571429,434.000000,212.655930
6161,603,0.053673,0.153821,0.792322,0.407407,576.000000,212.543976
29491,1846,0.118828,0.137274,1.074929,2.000000,1003.000000,239.875290
96761,7436,0.008721,0.069053,0.190498,0.597552,176.000000,238.130142
48931,4417,0.006112,0.063433,0.090217,1.728443,562.000000,242.487885
50794,4394,0.008567,0.064000,0.086416,1.519435,577.000000,243.065353
7181,1735,0.000000,0.785398,1.565685,1.333333,459.000000,217.678314
14638,2251,0.000000,0.553574,0.965685,0.833333,761.000000,230.755295
200084,14083,0.025140,0.086652,0.070381,0.863958,416.000000,254.166077
164928,13813,0.000000,0.000000,2.828427,0.666667,383.000000,235.636337
48635,4396,0.010883,0.063887,0.090354,0.467606,541.000000,240.601578
55080,4485,0.006330,0.061558,0.081415,0.660863,559.000000,247.124710
14280,2321,0.014130,0.089232,0.162436,1.153652,787.000000,233.538147
115823,11054,0.000000,0.000000,4.828427,1.000000,325.000000,238.044342
22124,1301,0.000000,0.000000,3.414214,2.500000,1014.000000,240.191071
461499,15134,0.119613,0.375518,0.964089,0.600000,274.000000,216.479156
18674,1750,0.008306,0.066727,0.093612,1.440000,568.000000,230.682098
127045,5610,0.016542,0.082787,0.044148,0.409347,838.000000,247.985840
15608,2060,0.007663,0.076650,0.123176,0.766355,777.000000,236.335724
26649,2379,0.000000,0.785398,2.914214,0.600000,672.000000,243.160080
22917,1452,0.000000,0.000000,1.914214,1.666667,1010.000000,242.169678
488938,14621,0.074346,0.416349,1.021594,0.750000,268.000000,213.466232
16665,1652,0.005839,0.057595,0.098828,1.184444,526.000000,231.534836
101538,8824,0.009044,0.061815,0.192296,0.173913,214.000000,236.701797
16753,1709,0.000000,0.063822,2.942809,1.500000,565.000000,229.868240
52283,4385,0.006829,0.056962,0.083845,0.427972,553.000000,244.855362
18029,1847,0.024665,0.074481,0.102251,3.890805,565.000000,228.598511
86339,6757,0.021149,0.073226,0.078192,1.644670,673.000000,253.460892
69887,4500,0.010111,0.065528,0.159448,0.655556,994.000000,252.768250
363,414,1.329104,0.307695,3.828427,1.125000,488.000000,201.693756
49924,4376,0.006416,0.060661,0.087580,2.439189,520.000000,240.470886
71082,5886,0.000000,0.154549,4.214213,1.200000,833.000000,253.956711
470619,15311,0.000000,0.415433,0.868706,0.625000,272.000000,214.149109
126040,12431,0.000000,0.000000,3.828427,0.500000,356.000000,237.693970
659875,22136,0.018814,0.098832,0.176983,0.542857,359.000000,214.893234
6070,630,0.000000,0.946273,2.138384,0.571429,545.000000,217.215302
15678,2174,0.010464,0.080380,0.138657,1.946970,825.000000,239.242493
13813,1879,0.008366,0.068158,0.125697,0.581776,703.000000,230.176483
5808,620,0.065086,0.308209,1.149626,0.777778,534.000000,213.166565
87977,6113,0.000000,0.000000,4.552285,0.750000,673.000000,253.405258
15501,2229,0.000000,0.714450,1.064577,0.666667,793.000000,237.692139
6947,2176,0.025919,0.179184,0.518155,1.272727,447.000000,219.652298
